Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
28,2023,Athens,Row1,Range28,Rep1,A-1-7-4,Fam_7,FID_28,J484.A,Lowland,2715,,
29,2023,Athens,Row1,Range29,Rep1,A-1-8-1,Fam_8,FID_29,J009.C,Lowland,2253,,
30,2023,Athens,Row1,Range30,Rep1,A-1-8-2,Fam_8,FID_30,J009.C,Lowland,1449,,
31,2023,Athens,Row1,Range31,Rep1,A-1-8-3,Fam_8,FID_31,J009.C,Lowland,1774,,
32,2023,Athens,Row1,Range32,Rep1,A-1-8-4,Fam_8,FID_32,J009.C,Lowland,3440,,
33,2023,Athens,Row1,Range33,Rep1,A-1-9-1,Fam_9,FID_33,J272.A,Lowland,1564,,
34,2023,Athens,Row1,Range34,Rep1,A-1-9-2,Fam_9,FID_34,J272.A,Lowland,1196,,
35,2023,Athens,Row1,Range35,Rep1,A-1-9-3,Fam_9,FID_35,J272.A,Lowland,1643,,
36,2023,Athens,Row1,Range36,Rep1,A-1-9-8,Fam_9,FID_36,J272.A,Lowland,3920,,
37,2023,Athens,Row1,Range37,Rep1,A-1-10-1,Fam_10,FID_37,J324.A,Lowland,2711,,
38,2023,Athens,Row1,Range38,Rep1,A-1-10-2,Fam_10,FID_38,J324.A,Lowland,2298,,
39,2023,Athens,Row1,Range39,Rep1,A-1-10-3,Fam_10,FID_39,J324.A,Lowland,2140,,
40,2023,Athens,Row1,Range40,Rep1,A-1-10-4,Fam_10,FID_40,J324.A,Lowland,3741,,
41,2023,Athens,Row2,Range1,Rep1,A-2-1-1,Fam_11,FID_41,J230.A,Lowland,2663,,
42,2023,Athens,Row2,Range2,Rep1,A-2-1-2,Fam_11,FID_42,J230.A,Lowland,2518,,
43,2023,Athens,Row2,Range3,Rep1,A-2-1-3,Fam_11,FID_43,J230.A,Lowland,2099,,
44,2023,Athens,Row2,Range4,Rep1,A-2-1-4,Fam_11,FID_44,J230.A,Lowland,2198,,
45,2023,Athens,Row2,Range5,Rep1,A-2-2-1,Fam_12,FID_45,J272.A,Lowland,3332,,
46,2023,Athens,Row2,Range6,Rep1,A-2-2-2,Fam_12,FID_46,J272.A,Lowland,1110,,
47,2023,Athens,Row2,Range7,Rep1,A-2-2-3,Fam_12,FID_47,J272.A,Lowland,3303,,
48,2023,Athens,Row2,Range8,Rep1,A-2-2-4,Fam_12,FID_48,J272.A,Lowland,3447,,
49,2023,Athens,Row2,Range9,Rep1,A-2-3-1,Fam_13,FID_49,J514.A,Lowland,2234,,
50,2023,Athens,Row2,Range10,Rep1,A-2-3-2,Fam_13,FID_50,J514.A,Lowland,1297,,
51,2023,Athens,Row2,Range11,Rep1,A-2-3-3,Fam_13,FID_51,J514.A,Lowland,4673,,
52,2023,Athens,Row2,Range12,Rep1,A-2-3-4,Fam_13,FID_52,J514.A,Lowland,1051,,
53,2023,Athens,Row2,Range13,Rep1,A-2-4-1,Fam_14,FID_53,J323.A,Lowland,3519,,
54,2023,Athens,Row2,Range14,Rep1,A-2-4-2,Fam_14,FID_54,J323.A,Lowland,2522,,
55,2023,Athens,Row2,Range15,Rep1,A-2-4-3,Fam_14,FID_55,J323.A,Lowland,1168,,
56,2023,Athens,Row2,Range16,Rep1,A-2-4-4,Fam_14,FID_56,J323.A,Lowland,2091,,
57,2023,Athens,Row2,Range17,Rep1,A-2-5-1,Fam_15,FID_57,J498.B,Coastal,3514,,
58,2023,Athens,Row2,Range18,Rep1,A-2-5-2,Fam_15,FID_58,J498.B,Coastal,2579,,
59,2023,Athens,Row2,Range19,Rep1,A-2-5-3,Fam_15,FID_59,J498.B,Coastal,1941,,
60,2023,Athens,Row2,Range20,Rep1,A-2-5-4,Fam_15,FID_60,J498.B,Coastal,1925,,
61,2023,Athens,Row2,Range21,Rep1,A-2-6-1,Fam_16,FID_61,J230.A,Lowland,1329,,
62,2023,Athens,Row2,Range22,Rep1,A-2-6-2,Fam_16,FID_62,J230.A,Lowland,2272,,
63,2023,Athens,Row2,Range23,Rep1,A-2-6-3,Fam_16,FID_63,J230.A,Lowland,1825,,
64,2023,Athens,Row2,Range24,Rep1,A-2-6-4,Fam_16,FID_64,J230.A,Lowland,2029,,
65,2023,Athens,Row2,Range25,Rep1,A-2-7-1,Fam_17,FID_65,J247.A,Lowland,3120,,
66,2023,Athens,Row2,Range26,Rep1,A-2-7-2,Fam_17,FID_66,J247.A,Lowland,2575,,
67,2023,Athens,Row2,Range27,Rep1,A-2-7-3,Fam_17,FID_67,J247.A,Lowland,3460,,
68,2023,Athens,Row2,Range28,Rep1,A-2-7-4,Fam_17,FID_68,J247.A,Lowland,1867,,
69,2023,Athens,Row2,Range29,Rep1,A-2-8-1,Fam_18,FID_69,J229.A,Lowland,2871,,
70,2023,Athens,Row2,Range30,Rep1,A-2-8-2,Fam_18,FID_70,J229.A,Lowland,2368,,
71,2023,Athens,Row2,Range31,Rep1,A-2-8-7,Fam_18,FID_71,J229.A,Lowland,2069,,
72,2023,Athens,Row2,Range32,Rep1,A-2-8-4,Fam_18,FID_72,J229.A,Lowland,2604,,
73,2023,Athens,Row2,Range33,Rep1,A-2-9-5,Fam_19,FID_73,J249.C,Lowland,2370,,
74,2023,Athens,Row2,Range34,Rep1,A-2-9-6,Fam_19,FID_74,J249.C,Lowland,2593,,
75,2023,Athens,Row2,Range35,Rep1,A-2-9-3,Fam_19,FID_75,J249.C,Lowland,3162,,
76,2023,Athens,Row2,Range36,Rep1,A-2-9-4,Fam_19,FID_76,J249.C,Lowland,482,,
77,2023,Athens,Row2,Range37,Rep1,A-2-10-1,Fam_20,FID_77,J514.A,Lowland,1510,,
78,2023,Athens,Row2,Range38,Rep1,A-2-10-2,Fam_20,FID_78,J514.A,Lowland,1091,,
79,2023,Athens,Row2,Range39,Rep1,A-2-10-3,Fam_20,FID_79,J514.A,Lowland,2207,,
80,2023,Athens,Row2,Range40,Rep1,A-2-10-4,Fam_20,FID_80,J514.A,Lowland,959,,
81,2023,Athens,Row3,Range1,Rep1,A-3-1-1,Fam_21,FID_81,J324.A,Lowland,2976,,
82,2023,Athens,Row3,Range2,Rep1,A-3-1-2,Fam_21,FID_82,J324.A,Lowland,1542,,
83,2023,Athens,Row3,Range3,Rep1,A-3-1-3,Fam_21,FID_83,J324.A,Lowland,3221,,
84,2023,Athens,Row3,Range4,Rep1,A-3-1-4,Fam_21,FID_84,J324.A,Lowland,2232,,
85,2023,Athens,Row3,Range5,Rep1,A-3-2-1,Fam_22,FID_85,J219.A,Lowland,904,,
86,2023,Athens,Row3,Range6,Rep1,A-3-2-2,Fam_22,FID_86,J219.A,Lowland,943,,
87,2023,Athens,Row3,Range7,Rep1,A-3-2-3,Fam_22,FID_87,J219.A,Lowland,1429,,
88,2023,Athens,Row3,Range8,Rep1,A-3-2-4,Fam_22,FID_88,J219.A,Lowland,1137,,
89,2023,Athens,Row3,Range9,Rep1,A-3-3-1,Fam_23,FID_89,J594.A,Lowland,2339,,
90,2023,Athens,Row3,Range10,Rep1,A-3-3-2,Fam_23,FID_90,J594.A,Lowland,1587,,
91,2023,Athens,Row3,Range11,Rep1,A-3-3-3,Fam_23,FID_91,J594.A,Lowland,3840,,
92,2023,Athens,Row3,Range12,Rep1,A-3-3-4,Fam_23,FID_92,J594.A,Lowland,1837,,
93,2023,Athens,Row3,Range13,Rep1,A-3-4-1,Fam_24,FID_93,B6,Coastal,2365,,
94,2023,Athens,Row3,Range14,Rep1,A-3-4-2,Fam_24,FID_94,B6,Coastal,2721,,
95,2023,Athens,Row3,Range15,Rep1,A-3-4-3,Fam_24,FID_95,B6,Coastal,1138,,
96,2023,Athens,Row3,Range16,Rep1,A-3-4-4,Fam_24,FID_96,B6,Coastal,2399,,
97,2023,Athens,Row3,Range17,Rep1,A-3-5-1,Fam_25,FID_97,J215.A,Lowland,1004,,
98,2023,Athens,Row3,Range18,Rep1,A-3-5-2,Fam_25,FID_98,J215.A,Lowland,924,,
99,2023,Athens,Row3,Range19,Rep1,A-3-5-3,Fam_25,FID_99,J215.A,Lowland,1177,,
100,2023,Athens,Row3,Range20,Rep1,A-3-5-4,Fam_25,FID_100,J215.A,Lowland,3116,,
101,2023,Athens,Row3,Range21,Rep1,A-3-6-1,Fam_26,FID_101,J499.A,Coastal,1795,,
102,2023,Athens,Row3,Range22,Rep1,A-3-6-2,Fam_26,FID_102,J499.A,Coastal,3061,,
103,2023,Athens,Row3,Range23,Rep1,A-3-6-7,Fam_26,FID_103,J499.A,Coastal,1737,,
104,2023,Athens,Row3,Range24,Rep1,A-3-6-4,Fam_26,FID_104,J499.A,Coastal,2411,,
105,2023,Athens,Row3,Range25,Rep1,A-3-7-1,Fam_27,FID_105,J219.A,Lowland,1497,,
106,2023,Athens,Row3,Range26,Rep1,A-3-7-2,Fam_27,FID_106,J219.A,Lowland,2129,,
107,2023,Athens,Row3,Range27,Rep1,A-3-7-3,Fam_27,FID_107,J219.A,Lowland,1092,,
108,2023,Athens,Row3,Range28,Rep1,A-3-7-4,Fam_27,FID_108,J219.A,Lowland,2601,,
109,2023,Athens,Row3,Range29,Rep1,A-3-8-1,Fam_28,FID_109,J308.A,Lowland,547,,
110,2023,Athens,Row3,Range30,Rep1,A-3-8-2,Fam_28,FID_110,J308.A,Lowland,4394,,
111,2023,Athens,Row3,Range31,Rep1,A-3-8-3,Fam_28,FID_111,J308.A,Lowland,1028,,
112,2023,Athens,Row3,Range32,Rep1,A-3-8-8,Fam_28,FID_112,J308.A,Lowland,1835,,
113,2023,Athens,Row3,Range33,Rep1,A-3-9-1,Fam_29,FID_113,TCL-7,Unknown,2628,,
114,2023,Athens,Row3,Range34,Rep1,A-3-9-2,Fam_29,FID_114,TCL-7,Unknown,1957,,
115,2023,Athens,Row3,Range35,Rep1,A-3-9-3,Fam_29,FID_115,TCL-7,Unknown,1672,,
116,2023,Athens,Row3,Range36,Rep1,A-3-9-4,Fam_29,FID_116,TCL-7,Unknown,1746,,
117,2023,Athens,Row3,Range37,Rep1,A-3-10-1,Fam_30,FID_117,J320.A,Lowland,2244,,
118,2023,Athens,Row3,Range38,Rep1,A-3-10-2,Fam_30,FID_118,J320.A,Lowland,1378,,
119,2023,Athens,Row3,Range39,Rep1,A-3-10-3,Fam_30,FID_119,J320.A,Lowland,1493,,
120,2023,Athens,Row3,Range40,Rep1,A-3-10-4,Fam_30,FID_120,J320.A,Lowland,1512,,
121,2023,Athens,Row4,Range1,Rep1,A-4-1-5,Fam_31,FID_121,J004.B,Lowland,3152,,
122,2023,Athens,Row4,Range2,Rep1,A-4-1-2,Fam_31,FID_122,J004.B,Lowland,1734,,
123,2023,Athens,Row4,Range3,Rep1,A-4-1-3,Fam_31,FID_123,J004.B,Lowland,1630,,
124,2023,Athens,Row4,Range4,Rep1,A-4-1-4,Fam_31,FID_124,J004.B,Lowland,4711,,
125,2023,Athens,Row4,Range5,Rep1,A-4-2-1,Fam_32,FID_125,J229.A,Lowland,4911,,
126,2023,Athens,Row4,Range6,Rep1,A-4-2-2,Fam_32,FID_126,J229.A,Lowland,2122,,
127,2023,Athens,Row4,Range7,Rep1,A-4-2-3,Fam_32,FID_127,J229.A,Lowland,2342,,
128,2023,Athens,Row4,Range8,Rep1,A-4-2-4,Fam_32,FID_128,J229.A,Lowland,4323,,
129,2023,Athens,Row4,Range9,Rep1,A-4-3-1,Fam_33,FID_129,Rambo4,Unknown,1223,,
130,2023,Athens,Row4,Range10,Rep1,A-4-3-2,Fam_33,FID_130,Rambo4,Unknown,,Dead,
131,2023,Athens,Row4,Range11,Rep1,A-4-3-3,Fam_33,FID_131,Rambo4,Unknown,1864,,
132,2023,Athens,Row4,Range12,Rep1,A-4-3-4,Fam_33,FID_132,Rambo4,Unknown,1311,,
133,2023,Athens,Row4,Range13,Rep1,A-4-4-1,Fam_34,FID_133,J308.A,Lowland,2946,,
134,2023,Athens,Row4,Range14,Rep1,A-4-4-2,Fam_34,FID_134,J308.A,Lowland,1607,,
135,2023,Athens,Row4,Range15,Rep1,A-4-4-3,Fam_34,FID_135,J308.A,Lowland,2179,,
136,2023,Athens,Row4,Range16,Rep1,A-4-4-4,Fam_34,FID_136,J308.A,Lowland,2716,,
137,2023,Athens,Row4,Range17,Rep1,A-4-5-1,Fam_35,FID_137,J003.E,Lowland,4268,,
138,2023,Athens,Row4,Range18,Rep1,A-4-5-6,Fam_35,FID_138,J003.E,Lowland,1635,,
139,2023,Athens,Row4,Range19,Rep1,A-4-5-3,Fam_35,FID_139,J003.E,Lowland,3019,,
140,2023,Athens,Row4,Range20,Rep1,A-4-5-4,Fam_35,FID_140,J003.E,Lowland,2850,,
141,2023,Athens,Row4,Range21,Rep1,A-4-6-1,Fam_36,FID_141,J317.A,Lowland,1132,,
142,2023,Athens,Row4,Range22,Rep1,A-4-6-2,Fam_36,FID_142,J317.A,Lowland,1422,,
143,2023,Athens,Row4,Range23,Rep1,A-4-6-3,Fam_36,FID_143,J317.A,Lowland,2872,,
144,2023,Athens,Row4,Range24,Rep1,A-4-6-4,Fam_36,FID_144,J317.A,Lowland,1120,,
145,2023,Athens,Row4,Range25,Rep1,A-4-7-1,Fam_37,FID_145,J323.A,Lowland,1958,,
146,2023,Athens,Row4,Range26,Rep1,A-4-7-2,Fam_37,FID_146,J323.A,Lowland,1915,,
147,2023,Athens,Row4,Range27,Rep1,A-4-7-7,Fam_37,FID_147,J323.A,Lowland,1721,,
148,2023,Athens,Row4,Range28,Rep1,A-4-7-4,Fam_37,FID_148,J323.A,Lowland,2292,,
149,2023,Athens,Row4,Range29,Rep1,A-4-8-1,Fam_38,FID_149,J498.B,Coastal,4818,,
150,2023,Athens,Row4,Range30,Rep1,A-4-8-2,Fam_38,FID_150,J498.B,Coastal,1094,,
151,2023,Athens,Row4,Range31,Rep1,A-4-8-3,Fam_38,FID_151,J498.B,Coastal,2058,,
152,2023,Athens,Row4,Range32,Rep1,A-4-8-4,Fam_38,FID_152,J498.B,Coastal,555,,
153,2023,Athens,Row4,Range33,Rep1,A-4-9-1,Fam_39,FID_153,Rambo4,Unknown,2907,,
154,2023,Athens,Row4,Range34,Rep1,A-4-9-2,Fam_39,FID_154,Rambo4,Unknown,1798,,
155,2023,Athens,Row4,Range35,Rep1,A-4-9-3,Fam_39,FID_155,Rambo4,Unknown,2367,,
156,2023,Athens,Row4,Range36,Rep1,A-4-9-4,Fam_39,FID_156,Rambo4,Unknown,2841,,
157,2023,Athens,Row4,Range37,Rep1,A-4-10-1,Fam_40,FID_157,J215.A,Lowland,1664,,
158,2023,Athens,Row4,Range38,Rep1,A-4-10-2,Fam_40,FID_158,J215.A,Lowland,1111,,
159,2023,Athens,Row4,Range39,Rep1,A-4-10-3,Fam_40,FID_159,J215.A,Lowland,1813,,
160,2023,Athens,Row4,Range40,Rep1,A-4-10-4,Fam_40,FID_160,J215.A,Lowland,829,,
161,2023,Athens,Row 5,Range1,Rep1,A-5-1-1,Fam_41,FID_161,J317.A,Lowland,4578,,
162,2023,Athens,Row 5,Range2,Rep1,A-5-1-2,Fam_41,FID_162,J317.A,Lowland,1714,,
163,2023,Athens,Row 5,Range3,Rep1,A-5-1-3,Fam_41,FID_163,J317.A,Lowland,1526,,
164,2023,Athens,Row 5,Range4,Rep1,A-5-1-4,Fam_41,FID_164,J317.A,Lowland,2792,,
165,2023,Athens,Row 5,Range5,Rep1,A-5-2-1,Fam_42,FID_165,J499.A,Coastal,1145,,
166,2023,Athens,Row 5,Range6,Rep1,A-5-2-6,Fam_42,FID_166,J499.A,Coastal,1529,,
167,2023,Athens,Row 5,Range7,Rep1,A-5-2-3,Fam_42,FID_167,J499.A,Coastal,1522,,
168,2023,Athens,Row 5,Range8,Rep1,A-5-2-4,Fam_42,FID_168,J499.A,Coastal,5149,,
169,2023,Athens,Row 5,Range9,Rep1,A-5-3-1,Fam_43,FID_169,J009.C,Lowland,3480,,
170,2023,Athens,Row 5,Range10,Rep1,A-5-3-2,Fam_43,FID_170,J009.C,Lowland,1492,,
171,2023,Athens,Row 5,Range11,Rep1,A-5-3-3,Fam_43,FID_171,J009.C,Lowland,2559,,
172,2023,Athens,Row 5,Range12,Rep1,A-5-3-4,Fam_43,FID_172,J009.C,Lowland,2581,,
173,2023,Athens,Row 5,Range13,Rep1,A-5-4-5,Fam_44,FID_173,J484.A,Lowland,3456,,
174,2023,Athens,Row 5,Range14,Rep1,A-5-4-2,Fam_44,FID_174,J484.A,Lowland,2577,,
175,2023,Athens,Row 5,Range15,Rep1,A-5-4-3,Fam_44,FID_175,J484.A,Lowland,3744,,
176,2023,Athens,Row 5,Range16,Rep1,A-5-4-4,Fam_44,FID_176,J484.A,Lowland,3514,,
177,2023,Athens,Row 5,Range17,Rep1,A-5-5-1,Fam_45,FID_177,J322.A,Lowland,1063,,
178,2023,Athens,Row 5,Range18,Rep1,A-5-5-2,Fam_45,FID_178,J322.A,Lowland,2211,,
179,2023,Athens,Row 5,Range19,Rep1,A-5-5-3,Fam_45,FID_179,J322.A,Lowland,1326,,
180,2023,Athens,Row 5,Range20,Rep1,A-5-5-4,Fam_45,FID_180,J322.A,Lowland,1631,,
181,2023,Athens,Row 5,Range21,Rep1,A-5-6-1,Fam_46,FID_181,J322.A,Lowland,1363,,
182,2023,Athens,Row 5,Range22,Rep1,A-5-6-2,Fam_46,FID_182,J322.A,Lowland,925,,
183,2023,Athens,Row 5,Range23,Rep1,A-5-6-7,Fam_46,FID_183,J322.A,Lowland,1276,,
184,2023,Athens,Row 5,Range24,Rep1,A-5-6-4,Fam_46,FID_184,J322.A,Lowland,2306,,
185,2023,Athens,Row 5,Range25,Rep1,A-5-7-1,Fam_47,FID_185,J003.E,Lowland,1707,,
186,2023,Athens,Row 5,Range26,Rep1,A-5-7-2,Fam_47,FID_186,J003.E,Lowland,1352,,
187,2023,Athens,Row 5,Range27,Rep1,A-5-7-3,Fam_47,FID_187,J003.E,Lowland,537,,
188,2023,Athens,Row 5,Range28,Rep1,A-5-7-4,Fam_47,FID_188,J003.E,Lowland,1757,,
189,2023,Athens,Row 5,Range29,Rep1,A-5-8-1,Fam_48,FID_189,J004.B,Lowland,2855,,
190,2023,Athens,Row 5,Range30,Rep1,A-5-8-2,Fam_48,FID_190,J004.B,Lowland,2265,,
191,2023,Athens,Row 5,Range31,Rep1,A-5-8-7,Fam_48,FID_191,J004.B,Lowland,3164,,
192,2023,Athens,Row 5,Range32,Rep1,A-5-8-4,Fam_48,FID_192,J004.B,Lowland,1777,,
193,2023,Athens,Row 5,Range33,Rep1,A-5-9-1,Fam_49,FID_193,J496.C,Lowland,2005,,
194,2023,Athens,Row 5,Range34,Rep1,A-5-9-2,Fam_49,FID_194,J496.C,Lowland,1428,,
195,2023,Athens,Row 5,Range35,Rep1,A-5-9-3,Fam_49,FID_195,J496.C,Lowland,2824,,
196,2023,Athens,Row 5,Range36,Rep1,A-5-9-4,Fam_49,FID_196,J496.C,Lowland,1246,,
197,2023,Athens,Row 5,Range37,Rep1,A-5-10-1,Fam_50,FID_197,B6,Coastal,1227,,
198,2023,Athens,Row 5,Range38,Rep1,A-5-10-2,Fam_50,FID_198,B6,Coastal,593,,
199,2023,Athens,Row 5,Range39,Rep1,A-5-10-3,Fam_50,FID_199,B6,Coastal,926,,
200,2023,Athens,Row 5,Range40,Rep1,A-5-10-4,Fam_50,FID_200,B6,Coastal,2085,,
201,2023,Athens,Row 6,Range1,Rep1,A-6-1-1,Fam_51,FID_201,J484.A,Lowland,2670,,
202,2023,Athens,Row 6,Range2,Rep1,A-6-1-2,Fam_51,FID_202,J484.A,Lowland,1284,,
203,2023,Athens,Row 6,Range3,Rep1,A-6-1-3,Fam_51,FID_203,J484.A,Lowland,1808,,
204,2023,Athens,Row 6,Range4,Rep1,A-6-1-4,Fam_51,FID_204,J484.A,Lowland,1517,,
205,2023,Athens,Row 6,Range5,Rep1,A-6-2-1,Fam_52,FID_205,J230.A,Lowland,1500,,
206,2023,Athens,Row 6,Range6,Rep1,A-6-2-2,Fam_52,FID_206,J230.A,Lowland,2510,,
207,2023,Athens,Row 6,Range7,Rep1,A-6-2-3,Fam_52,FID_207,J230.A,Lowland,2800,,
208,2023,Athens,Row 6,Range8,Rep1,A-6-2-4,Fam_52,FID_208,J230.A,Lowland,1323,,
209,2023,Athens,Row 6,Range9,Rep1,A-6-3-1,Fam_53,FID_209,J247.A,Lowland,421,,
210,2023,Athens,Row 6,Range10,Rep1,A-6-3-2,Fam_53,FID_210,J247.A,Lowland,1533,,
211,2023,Athens,Row 6,Range11,Rep1,A-6-3-3,Fam_53,FID_211,J247.A,Lowland,2156,,
212,2023,Athens,Row 6,Range12,Rep1,A-6-3-4,Fam_53,FID_212,J247.A,Lowland,1732,,
213,2023,Athens,Row 6,Range13,Rep1,A-6-4-1,Fam_54,FID_213,J229.A,Lowland,3779,,
214,2023,Athens,Row 6,Range14,Rep1,A-6-4-2,Fam_54,FID_214,J229.A,Lowland,1788,,
215,2023,Athens,Row 6,Range15,Rep1,A-6-4-3,Fam_54,FID_215,J229.A,Lowland,2274,,
216,2023,Athens,Row 6,Range16,Rep1,A-6-4-4,Fam_54,FID_216,J229.A,Lowland,1916,,
217,2023,Athens,Row 6,Range17,Rep1,A-6-5-1,Fam_55,FID_217,J499.A,Coastal,1487,,
218,2023,Athens,Row 6,Range18,Rep1,A-6-5-2,Fam_55,FID_218,J499.A,Coastal,2854,,
219,2023,Athens,Row 6,Range19,Rep1,A-6-5-3,Fam_55,FID_219,J499.A,Coastal,1890,,
220,2023,Athens,Row 6,Range20,Rep1,A-6-5-4,Fam_55,FID_220,J499.A,Coastal,2790,,
221,2023,Athens,Row 6,Range21,Rep1,A-6-6-1,Fam_56,FID_221,J215.A,Lowland,2737,,
222,2023,Athens,Row 6,Range22,Rep1,A-6-6-2,Fam_56,FID_222,J215.A,Lowland,1780,,
223,2023,Athens,Row 6,Range23,Rep1,A-6-6-3,Fam_56,FID_223,J215.A,Lowland,2009,,
224,2023,Athens,Row 6,Range24,Rep1,A-6-6-4,Fam_56,FID_224,J215.A,Lowland,1751,,
225,2023,Athens,Row 6,Range25,Rep1,A-6-7-1,Fam_57,FID_225,J249.C,Lowland,1824,,
226,2023,Athens,Row 6,Range26,Rep1,A-6-7-2,Fam_57,FID_226,J249.C,Lowland,2776,,
227,2023,Athens,Row 6,Range27,Rep1,A-6-7-3,Fam_57,FID_227,J249.C,Lowland,3427,,
228,2023,Athens,Row 6,Range28,Rep1,A-6-7-4,Fam_57,FID_228,J249.C,Lowland,1212,,
229,2023,Athens,Row 6,Range29,Rep1,A-6-8-1,Fam_58,FID_229,Rambo4,Unknown,3005,,
230,2023,Athens,Row 6,Range30,Rep1,A-6-8-2,Fam_58,FID_230,Rambo4,Unknown,689,,
231,2023,Athens,Row 6,Range31,Rep1,A-6-8-3,Fam_58,FID_231,Rambo4,Unknown,1633,,
232,2023,Athens,Row 6,Range32,Rep1,A-6-8-4,Fam_58,FID_232,Rambo4,Unknown,2694,,
233,2023,Athens,Row 6,Range33,Rep1,A-6-9-1,Fam_59,FID_233,J317.A,Lowland,1657,,
234,2023,Athens,Row 6,Range34,Rep1,A-6-9-2,Fam_59,FID_234,J317.A,Lowland,724,,
235,2023,Athens,Row 6,Range35,Rep1,A-6-9-3,Fam_59,FID_235,J317.A,Lowland,1277,,
236,2023,Athens,Row 6,Range36,Rep1,A-6-9-4,Fam_59,FID_236,J317.A,Lowland,2242,,
237,2023,Athens,Row 6,Range37,Rep1,A-6-10-1,Fam_60,FID_237,J514.A,Lowland,1579,,
238,2023,Athens,Row 6,Range38,Rep1,A-6-10-2,Fam_60,FID_238,J514.A,Lowland,1926,,
239,2023,Athens,Row 6,Range39,Rep1,A-6-10-3,Fam_60,FID_239,J514.A,Lowland,1285,,
240,2023,Athens,Row 6,Range40,Rep1,A-6-10-4,Fam_60,FID_240,J514.A,Lowland,2278,,
241,2023,Athens,Row 7,Range1,Rep1,C-4-6-1,Fam_61,FID_241,J004.B,Lowland,1443,,
242,2023,Athens,Row 7,Range2,Rep1,C-4-6-2,Fam_61,FID_242,J004.B,Lowland,2604,,
243,2023,Athens,Row 7,Range3,Rep1,C-4-6-3,Fam_61,FID_243,J004.B,Lowland,1851,,
244,2023,Athens,Row 7,Range4,Rep1,C-4-6-4,Fam_61,FID_244,J004.B,Lowland,2542,,
245,2023,Athens,Row 7,Range5,Rep1,A-7-2-1,Fam_62,FID_245,J004.B,Lowland,1110,,
246,2023,Athens,Row 7,Range6,Rep1,A-7-2-2,Fam_62,FID_246,J004.B,Lowland,3542,,
247,2023,Athens,Row 7,Range7,Rep1,A-7-2-3,Fam_62,FID_247,J004.B,Lowland,1113,,
248,2023,Athens,Row 7,Range8,Rep1,A-7-2-4,Fam_62,FID_248,J004.B,Lowland,3174,,
249,2023,Athens,Row 7,Range9,Rep1,A-7-3-1,Fam_63,FID_249,J249.C,Lowland,2137,,
250,2023,Athens,Row 7,Range10,Rep1,A-7-3-2,Fam_63,FID_250,J249.C,Lowland,2552,,
251,2023,Athens,Row 7,Range11,Rep1,A-7-3-3,Fam_63,FID_251,J249.C,Lowland,1575,,
252,2023,Athens,Row 7,Range12,Rep1,A-7-3-4,Fam_63,FID_252,J249.C,Lowland,1848,,
253,2023,Athens,Row 7,Range13,Rep1,A-7-4-1,Fam_64,FID_253,J323.A,Lowland,2263,,
254,2023,Athens,Row 7,Range14,Rep1,A-7-4-2,Fam_64,FID_254,J323.A,Lowland,3096,,
255,2023,Athens,Row 7,Range15,Rep1,A-7-4-3,Fam_64,FID_255,J323.A,Lowland,1708,,
256,2023,Athens,Row 7,Range16,Rep1,A-7-4-4,Fam_64,FID_256,J323.A,Lowland,2212,,
257,2023,Athens,Row 7,Range17,Rep1,A-7-5-1,Fam_65,FID_257,J496.C,Lowland,2133,,
258,2023,Athens,Row 7,Range18,Rep1,A-7-5-2,Fam_65,FID_258,J496.C,Lowland,588,,
259,2023,Athens,Row 7,Range19,Rep1,A-7-5-3,Fam_65,FID_259,J496.C,Lowland,1725,,
260,2023,Athens,Row 7,Range20,Rep1,A-7-5-4,Fam_65,FID_260,J496.C,Lowland,1724,,
261,2023,Athens,Row 7,Range21,Rep1,C-7-2-1,Fam_66,FID_261,497.C,Unknown,2044,,
262,2023,Athens,Row 7,Range22,Rep1,C-7-2-2,Fam_66,FID_262,497.C,Unknown,969,,
263,2023,Athens,Row 7,Range23,Rep1,C-7-2-3,Fam_66,FID_263,497.C,Unknown,1448,,
264,2023,Athens,Row 7,Range24,Rep1,C-7-2-4,Fam_66,FID_264,497.C,Unknown,1499,,
265,2023,Athens,Row 7,Range25,Rep1,A-7-7-1,Fam_67,FID_265,J320.A,Lowland,3625,,
266,2023,Athens,Row 7,Range26,Rep1,A-7-7-2,Fam_67,FID_266,J320.A,Lowland,785,,
267,2023,Athens,Row 7,Range27,Rep1,A-7-7-3,Fam_67,FID_267,J320.A,Lowland,577,,
268,2023,Athens,Row 7,Range28,Rep1,A-7-7-4,Fam_67,FID_268,J320.A,Lowland,2654,,
269,2023,Athens,Row 7,Range29,Rep1,A-7-8-1,Fam_68,FID_269,J484.A,Lowland,1545,,
270,2023,Athens,Row 7,Range30,Rep1,A-7-8-2,Fam_68,FID_270,J484.A,Lowland,1654,,
271,2023,Athens,Row 7,Range31,Rep1,A-7-8-3,Fam_68,FID_271,J484.A,Lowland,4194,,
272,2023,Athens,Row 7,Range32,Rep1,A-7-8-4,Fam_68,FID_272,J484.A,Lowland,3261,,
273,2023,Athens,Row 7,Range33,Rep1,A-7-9-1,Fam_69,FID_273,J322.A,Lowland,2343,,
274,2023,Athens,Row 7,Range34,Rep1,A-7-9-2,Fam_69,FID_274,J322.A,Lowland,2423,,
